EmpID,Age_ID,AgeGroup_ID,Attrition_ID,BusinessTravel_ID,Department_ID,Education_ID,EducationField_ID,EnvironmentSatisfaction_ID,Gender_ID,JobInvolvement_ID,JobLevel_ID,JobRole_ID,JobSatisfaction_ID,MaritalStatus_ID,Over18_ID,OverTime_ID,PerformanceRating_ID,RelationshipSatisfaction_ID,StockOptionLevel_ID,WorkLifeBalance_ID,TotalWorkingYears_ID,TrainingTimesLastYear,YearsInCurrentRole_ID,YearsSinceLastPromotion_ID,YearsWithCurrManager_ID,DailyRate,DistanceFromHomeInKm,EmployeeCount,EmployeeNumber,HourlyRate,MonthlyIncome,SalarySlab,MonthlyRate,PercentSalaryHike,StandardHours,NumCompaniesWorked
320,12,2,1,2,1,2,1,2,1,2,1,3,3,1,1,2,2,4,1,4,1,3,1,1,1,459,38.6,1,1868,73,2439,Upto 5k,14753,24,80,1
321,12,2,2,1,1,1,1,2,1,1,1,1,4,1,1,1,1,4,1,1,4,2,1,1,1,592,11.3,1,1883,59,2062,Upto 5k,19384,14,80,3
322,12,2,1,2,2,1,4,1,1,4,1,2,4,1,1,1,1,3,1,1,1,3,1,1,1,746,38.6,1,1928,45,1091,Upto 5k,10642,17,80,1
323,12,2,2,1,1,1,1,4,1,1,2,7,4,3,1,1,1,2,3,4,2,5,1,1,1,136,1.6,1,1954,89,5373,5k-10k,6225,12,80,0
324,12,2,1,1,1,4,2,4,1,1,1,3,3,3,1,2,1,4,4,2,1,3,1,1,1,1092,1.6,1,2027,36,4787,Upto 5k,26124,14,80,9
325,12,2,2,1,1,2,5,2,1,2,2,1,2,3,1,2,1,2,3,1,2,2,1,1,1,1378,20.9,1,2053,46,4025,Upto 5k,23679,13,80,4
326,12,2,2,1,1,4,2,2,2,2,1,3,4,1,1,1,1,4,1,3,1,3,2,1,1,468,45.1,1,2054,73,3785,Upto 5k,8489,14,80,1
326,12,2,2,1,1,4,2,2,2,2,1,3,4,1,1,1,1,4,1,3,1,3,2,1,1,468,45.1,1,2054,73,3785,Upto 5k,8489,14,80,1
327,13,2,2,1,1,3,1,2,1,1,1,1,1,2,1,1,2,4,3,1,1,2,1,1,1,1358,38.6,1,11,67,2693,Upto 5k,13335,22,80,1
328,13,2,2,1,1,2,2,2,1,2,1,1,1,1,1,1,1,2,1,1,2,5,1,1,2,125,14.5,1,41,83,2206,Upto 5k,16117,13,80,1
329,13,2,2,2,1,2,2,1,2,1,2,1,3,1,1,1,2,3,1,1,4,2,3,1,2,721,1.6,1,57,58,4011,Upto 5k,10781,23,80,1
330,13,2,2,1,1,3,1,2,1,2,2,1,3,3,1,2,1,1,2,4,2,1,3,1,1,852,1.6,1,104,55,5126,5k-10k,15998,12,80,1
331,13,2,2,1,1,1,1,1,1,2,2,7,3,3,1,1,1,2,4,1,4,3,3,2,2,288,3.2,1,117,99,4152,Upto 5k,15830,19,80,1
332,13,2,2,1,2,2,2,1,2,2,2,6,2,2,1,2,1,4,4,4,4,4,3,1,2,1334,6.4,1,121,63,5209,5k-10k,19760,12,80,1
333,13,2,2,2,1,1,1,4,1,3,1,3,1,2,1,1,2,1,4,4,2,2,3,1,2,1312,37,1,159,96,2613,Upto 5k,22310,25,80,1
334,13,2,2,1,3,1,6,1,1,1,2,4,3,3,1,2,1,3,1,3,4,2,3,1,1,1240,14.5,1,184,48,6347,5k-10k,13982,19,80,0
335,13,2,2,1,1,1,1,4,2,1,1,3,1,1,1,1,1,1,1,4,1,4,2,1,1,438,29,1,194,75,2632,Upto 5k,23910,14,80,1
336,13,2,2,1,1,1,4,2,2,1,1,3,4,2,1,1,1,3,3,1,2,3,1,1,1,201,8,1,197,84,3204,Upto 5k,10415,14,80,5
337,13,2,2,1,1,3,2,3,1,2,1,1,3,1,1,1,1,3,1,1,2,3,1,1,1,1427,3.2,1,198,35,2720,Upto 5k,11162,13,80,0
338,13,2,2,1,2,1,1,3,2,1,3,6,3,3,1,1,1,1,3,1,4,2,3,2,1,1339,8,1,228,41,9419,5k-10k,8053,12,80,2
339,13,2,2,3,1,1,2,1,1,1,2,1,4,2,1,1,1,1,2,1,4,4,3,2,2,111,14.5,1,239,66,3072,Upto 5k,11012,11,80,1
340,13,2,2,3,1,3,1,1,1,2,3,5,1,1,1,1,2,1,1,1,4,2,3,1,2,829,1.6,1,292,88,8474,5k-10k,20925,22,80,1
341,13,2,1,1,1,1,4,2,2,1,1,3,4,1,1,2,1,1,1,1,2,5,1,1,1,1005,4.8,1,297,88,2657,Upto 5k,8556,11,80,5
342,13,2,1,2,2,4,3,1,2,2,2,6,4,1,1,1,1,1,1,4,2,5,1,1,1,334,41.8,1,299,52,6696,5k-10k,22967,15,80,5
343,13,2,2,1,1,2,2,2,2,1,2,3,3,3,1,1,1,3,2,1,4,2,3,1,2,1275,45.1,1,441,64,5775,5k-10k,11934,13,80,1
344,13,2,2,1,2,1,3,2,2,2,2,6,1,2,1,1,1,1,4,1,2,2,3,1,1,570,8,1,456,30,6118,5k-10k,5431,13,80,1
345,13,2,2,3,2,2,4,2,2,1,2,6,1,3,1,2,1,4,3,2,1,2,1,1,1,641,40.2,1,475,85,4736,Upto 5k,6069,12,80,7
346,13,2,2,1,2,3,4,1,1,1,1,2,2,3,1,1,1,2,3,1,1,3,1,1,1,202,3.2,1,508,72,2476,Upto 5k,17434,18,80,1
347,13,2,1,2,1,1,4,1,1,1,1,3,3,1,1,2,2,1,1,1,1,4,1,1,1,464,6.4,1,514,40,2285,Upto 5k,3427,23,80,9
348,13,2,2,1,2,1,4,3,2,1,2,6,1,1,1,1,1,4,1,1,2,6,2,1,1,1082,19.3,1,533,83,6577,5k-10k,19558,11,80,0
349,13,2,2,1,1,1,1,1,2,3,2,5,3,1,1,1,2,1,1,1,4,2,2,1,1,317,3.2,1,548,43,6091,5k-10k,24793,20,80,2
350,13,2,2,3,1,1,1,1,1,1,1,1,3,3,1,1,1,1,3,3,2,3,1,1,1,1400,4.8,1,562,53,2097,Upto 5k,16734,15,80,4
351,13,2,2,3,2,4,5,1,2,1,3,6,4,3,1,1,1,1,1,1,2,3,3,2,2,1398,35.4,1,567,69,8412,5k-10k,2890,11,80,0
352,13,2,2,3,1,1,2,1,2,1,1,1,3,1,1,1,1,1,1,4,4,2,3,2,2,1116,3.2,1,571,49,2564,Upto 5k,7181,14,80,0
353,13,2,2,1,2,3,3,2,1,1,1,2,2,1,1,1,1,2,1,1,1,3,1,1,1,413,11.3,1,585,57,2983,Upto 5k,18398,14,80,0
354,13,2,1,2,2,4,1,3,1,2,1,2,4,3,1,1,1,1,3,2,1,2,1,1,1,448,19.3,1,648,74,2033,Upto 5k,14470,18,80,1
355,13,2,2,2,1,1,2,1,2,1,1,3,1,2,1,1,2,1,3,1,1,2,1,1,1,160,4.8,1,680,71,2083,Upto 5k,22653,20,80,1
356,13,2,2,1,2,5,3,1,1,1,2,6,3,2,1,1,2,3,3,4,2,2,3,2,2,501,43.5,1,747,99,5304,5k-10k,25275,23,80,7
357,13,2,2,1,1,1,1,2,1,3,1,1,1,3,1,1,2,1,2,1,2,2,1,1,1,921,1.6,1,806,38,3833,Upto 5k,24375,21,80,3
358,13,2,2,1,1,1,2,1,2,2,2,5,3,1,1,2,2,4,1,4,4,4,1,1,1,946,3.2,1,833,52,6877,5k-10k,20234,24,80,5
359,13,2,2,2,1,4,1,3,1,2,1,3,3,2,1,1,1,4,3,4,2,3,2,1,1,1012,8,1,861,75,3761,Upto 5k,2373,12,80,9
360,13,2,2,1,2,2,5,1,1,1,3,6,1,2,1,1,1,2,3,2,2,2,2,2,2,231,12.9,1,982,62,7264,5k-10k,9977,11,80,5
361,13,2,1,1,1,1,1,4,2,1,1,3,1,3,1,2,1,4,1,1,2,2,1,1,1,138,35.4,1,1004,48,2132,Upto 5k,11539,11,80,4
362,13,2,2,1,1,2,1,3,2,4,3,8,4,3,1,2,1,1,4,4,2,4,3,1,2,153,12.9,1,1015,73,11416,10k-15k,17802,12,80,0
363,13,2,1,2,1,1,2,3,2,1,1,1,2,1,1,1,1,2,1,1,1,3,1,1,1,109,8,1,1017,60,2422,Upto 5k,25725,17,80,0
364,13,2,2,1,1,1,5,1,1,1,2,5,4,3,1,1,1,1,3,4,2,1,1,1,1,1176,32.2,1,1084,85,9957,5k-10k,9096,15,80,0
365,13,2,2,1,2,1,3,1,1,2,2,6,1,3,1,1,1,2,3,1,2,3,1,1,1,852,16.1,1,1179,72,6578,5k-10k,2706,18,80,1
366,13,2,2,1,2,4,1,1,1,1,2,6,4,2,1,1,1,1,4,1,2,3,1,1,1,1329,46.7,1,1211,61,4115,Upto 5k,13192,19,80,8
367,13,2,2,1,1,4,1,1,1,1,2,1,1,2,1,1,1,2,4,4,2,4,3,2,2,853,11.3,1,1224,49,3491,Upto 5k,11309,13,80,1
368,13,2,2,1,1,1,2,2,1,1,1,3,2,3,1,2,2,2,3,1,4,2,3,1,2,1465,1.6,1,1241,63,3579,Upto 5k,9369,21,80,0
369,13,2,2,3,1,2,2,1,2,1,2,5,1,1,1,2,1,1,1,1,2,3,2,1,2,879,14.5,1,1298,72,4695,Upto 5k,12858,18,80,7
370,13,2,2,1,1,1,4,4,2,2,2,1,3,3,1,1,1,2,3,1,2,6,1,2,2,1138,9.7,1,1311,48,4627,Upto 5k,23631,12,80,0
371,13,2,2,1,1,4,2,3,2,1,3,9,4,3,1,2,2,3,2,1,2,2,1,1,2,634,27.4,1,1321,95,11916,10k-15k,25927,23,80,1
372,13,2,2,1,2,4,3,2,2,1,2,6,4,2,1,1,1,4,2,1,2,3,1,1,1,855,11.3,1,1428,73,4779,Upto 5k,12761,14,80,7
373,13,2,2,1,2,3,1,2,1,1,2,6,1,3,1,1,1,1,2,4,1,2,1,1,1,1358,25.7,1,1479,96,5301,5k-10k,2939,15,80,8
374,13,2,2,3,1,1,4,1,1,1,1,3,1,2,1,1,1,4,2,4,1,2,1,1,1,990,11.3,1,1482,64,1274,Upto 5k,7152,13,80,1
375,13,2,2,1,3,1,1,1,1,1,1,4,1,2,1,1,2,2,3,2,2,3,1,1,1,330,1.6,1,1499,46,2064,Upto 5k,15428,21,80,0
376,13,2,1,1,2,1,1,3,1,2,2,6,4,3,1,1,1,3,3,1,2,4,3,2,2,740,1.6,1,1562,64,9714,5k-10k,5323,11,80,1
377,13,2,2,1,2,4,4,1,1,1,3,6,2,3,1,1,1,4,3,1,2,3,1,1,1,1288,46.7,1,1568,33,9250,5k-10k,17799,12,80,3
378,13,2,2,1,1,1,2,3,1,2,1,3,2,3,1,1,1,4,3,4,2,3,2,1,1,241,11.3,1,1609,48,2141,Upto 5k,5348,12,80,1
379,13,2,2,1,1,3,1,3,1,1,1,3,3,3,1,1,1,4,3,4,2,2,1,1,2,793,25.7,1,1729,33,2862,Upto 5k,3811,12,80,1
380,13,2,2,2,1,4,4,2,2,2,1,3,4,1,1,1,1,3,1,1,2,2,3,1,2,1312,3.2,1,1745,78,4968,Upto 5k,26427,16,80,0
381,13,2,1,2,3,1,6,1,2,2,1,4,3,2,1,1,1,1,3,4,2,0,1,1,1,600,12.9,1,1747,66,2180,Upto 5k,9732,11,80,6
382,13,2,2,1,2,2,3,1,1,2,3,6,4,2,1,1,1,2,3,1,4,2,3,1,2,979,24.1,1,1754,94,7140,5k-10k,3088,11,80,2
383,13,2,2,1,1,1,1,1,1,4,2,7,1,3,1,1,1,1,3,1,2,3,1,1,2,305,25.7,1,1763,58,5294,5k-10k,9128,16,80,3
384,13,2,2,1,1,1,2,4,2,1,3,5,1,1,1,1,1,4,1,1,2,3,3,1,1,1092,16.1,1,1816,64,9667,5k-10k,2739,14,80,9
385,13,2,1,1,2,1,2,3,1,1,1,2,3,1,1,1,1,1,1,4,1,3,1,1,1,945,14.5,1,1876,89,1081,Upto 5k,16019,13,80,1
386,13,2,2,1,1,2,2,2,1,1,1,1,2,3,1,1,1,1,1,4,4,6,3,1,2,911,1.6,1,1989,76,3748,Upto 5k,4077,13,80,1
387,14,2,2,1,1,3,1,4,1,1,1,3,1,2,1,1,1,3,3,4,1,1,1,1,1,670,41.8,1,16,31,2911,Upto 5k,15170,17,80,1
388,14,2,2,1,1,4,1,2,1,1,2,1,3,2,1,1,2,3,3,4,2,3,3,1,2,655,11.3,1,76,48,5915,5k-10k,9528,22,80,3
389,14,2,2,1,1,4,2,1,1,1,1,3,2,1,1,1,1,4,1,1,1,4,1,1,1,1082,1.6,1,95,87,2501,Upto 5k,18775,17,80,1
390,14,2,2,1,1,4,1,1,2,1,2,5,3,1,1,1,2,3,1,1,4,2,3,1,1,746,12.9,1,98,61,4424,Upto 5k,20682,23,80,1
391,14,2,1,1,2,4,1,3,1,3,2,6,1,3,1,2,1,4,1,4,4,3,3,2,2,249,9.7,1,163,76,6172,5k-10k,20739,18,80,4
392,14,2,1,1,2,1,1,3,2,3,2,6,1,3,1,2,1,1,3,1,1,2,1,1,1,542,32.2,1,175,71,4559,Upto 5k,24788,11,80,3
393,14,2,2,1,1,3,2,1,2,1,1,3,3,3,1,2,2,1,3,1,2,0,1,1,1,140,19.3,1,246,95,3929,Upto 5k,6984,23,80,8
394,14,2,2,3,1,4,2,1,1,3,2,5,1,3,1,1,1,3,3,1,2,2,2,1,1,979,1.6,1,308,90,4345,Upto 5k,4381,12,80,0
395,14,2,2,2,1,4,2,3,1,1,3,8,1,2,1,1,1,2,3,1,2,3,1,1,1,1327,4.8,1,337,73,13675,10k-15k,13523,12,80,9
396,14,2,1,2,1,2,2,1,1,2,1,1,2,1,1,1,1,4,1,2,2,2,2,1,1,307,46.7,1,355,71,3479,Upto 5k,11652,11,80,0
397,14,2,2,1,1,1,2,3,1,2,2,7,3,3,1,1,2,4,3,1,2,2,1,2,2,1463,37,1,367,64,5582,5k-10k,14408,21,80,0
398,14,2,2,2,2,1,3,2,2,1,1,2,2,2,1,1,1,1,3,4,1,5,1,1,1,444,8,1,399,84,2789,Upto 5k,3909,11,80,1
399,14,2,2,1,2,1,4,3,1,4,2,6,3,3,1,1,1,4,3,4,2,3,3,2,2,218,11.3,1,416,100,6929,5k-10k,12241,11,80,4
400,14,2,2,1,1,4,4,1,1,1,1,3,3,3,1,2,1,1,3,1,2,4,1,1,1,691,8,1,423,86,4821,Upto 5k,10077,12,80,0
401,14,2,2,1,3,1,6,4,1,2,2,4,4,3,1,1,1,3,1,1,2,1,1,1,1,106,3.2,1,424,62,6410,5k-10k,17822,12,80,3
402,14,2,2,1,1,4,1,1,1,1,1,3,3,2,1,2,1,4,3,3,1,2,1,1,1,192,3.2,1,426,32,2695,Upto 5k,7747,18,80,0
403,14,2,2,1,2,1,3,2,1,1,2,6,3,2,1,1,1,3,4,1,4,3,3,1,2,691,11.3,1,438,73,7547,5k-10k,7143,12,80,4
404,14,2,2,2,1,2,1,1,2,2,3,5,1,3,1,1,2,2,3,1,2,2,3,2,2,798,11.3,1,442,48,8943,5k-10k,14034,24,80,1
405,14,2,2,1,1,4,2,1,2,1,3,5,3,1,1,2,1,1,1,4,4,2,3,1,2,1232,11.3,1,462,39,7143,5k-10k,25713,14,80,1
406,14,2,2,1,1,4,1,1,1,2,1,3,2,1,1,2,1,3,1,1,1,5,1,1,1,408,14.5,1,493,42,2657,Upto 5k,7551,16,80,0
407,14,2,2,1,1,2,2,3,2,1,2,5,4,3,1,1,1,4,3,3,4,5,3,1,3,480,11.3,1,524,31,4306,Upto 5k,4156,12,80,1
408,14,2,2,1,1,2,1,2,1,2,1,1,4,3,1,1,1,1,3,1,1,3,1,1,1,329,1.6,1,530,98,2218,Upto 5k,16193,12,80,1
409,14,2,2,1,1,3,1,1,1,1,3,5,2,2,1,1,2,3,3,2,4,6,3,1,2,1274,14.5,1,581,33,10648,10k-15k,14394,25,80,1
410,14,2,1,2,1,1,1,4,1,1,3,7,1,3,1,1,1,2,1,1,4,2,1,1,1,534,32.2,1,587,66,9824,5k-10k,22908,12,80,3
411,14,2,2,1,2,3,1,3,1,1,2,6,3,1,1,2,1,1,1,2,2,2,2,1,1,828,3.2,1,604,77,6582,5k-10k,8346,13,80,4
412,14,2,2,1,2,1,1,1,1,2,3,9,3,2,1,1,2,1,3,4,2,3,2,1,1,688,11.3,1,613,44,11557,10k-15k,25291,21,80,9
413,14,2,1,1,2,4,2,3,1,1,2,6,4,2,1,1,1,1,1,3,2,2,1,1,1,1365,20.9,1,650,46,4233,Upto 5k,11512,17,80,2
414,14,2,2,1,2,4,2,4,1,4,2,6,3,2,1,1,2,3,2,2,4,4,3,1,2,525,9.7,1,653,66,5460,5k-10k,6219,22,80,4
415,14,2,2,1,1,4,1,2,1,1,1,3,3,3,1,2,1,4,3,1,2,2,2,1,1,1222,17.7,1,895,48,2356,Upto 5k,14871,19,80,3
416,14,2,2,1,2,4,1,3,1,2,1,2,1,3,1,1,1,4,1,2,4,2,3,1,1,154,11.3,1,941,41,2329,Upto 5k,11737,15,80,3
417,14,2,2,3,2,2,3,2,2,1,2,6,1,3,1,1,1,3,3,4,2,2,3,1,1,1188,32.2,1,947,45,6932,5k-10k,24406,13,80,1
418,14,2,2,1,1,1,2,2,2,1,2,7,3,3,1,2,1,1,2,3,2,2,3,2,1,616,19.3,1,961,41,5855,5k-10k,17369,11,80,0
419,14,2,1,3,1,2,2,1,1,2,1,3,4,1,1,2,2,2,1,1,1,0,1,1,1,335,14.5,1,991,46,2321,Upto 5k,10322,22,80,0
420,14,2,2,2,1,3,1,1,2,1,2,5,4,3,1,1,1,1,3,1,1,1,1,1,1,853,1.6,1,1011,96,4148,Upto 5k,11275,12,80,1
421,14,2,2,2,2,1,1,1,1,4,1,2,3,3,1,1,1,2,3,1,1,4,1,1,1,793,32.2,1,1135,67,2791,Upto 5k,21981,12,80,0
422,14,2,1,2,1,1,2,1,1,1,1,1,1,3,1,1,1,1,3,4,1,5,1,1,1,874,24.1,1,1160,72,2610,Upto 5k,6233,12,80,1
423,14,2,2,1,1,2,2,1,1,1,2,7,4,3,1,2,1,3,1,4,2,2,2,1,1,1332,17.7,1,1251,80,6833,5k-10k,17089,12,80,1
424,14,2,2,1,1,1,2,1,2,2,2,7,4,1,1,1,1,4,1,1,2,2,3,1,2,1062,38.6,1,1252,96,6812,5k-10k,17198,19,80,1
425,14,2,2,3,2,4,1,2,2,1,3,6,1,2,1,2,1,2,3,4,2,5,3,2,2,587,3.2,1,1324,57,9852,5k-10k,8935,19,80,1
426,14,2,1,2,2,1,1,2,2,1,1,2,2,1,1,2,1,2,1,2,1,2,1,1,1,1060,1.6,1,1331,54,2302,Upto 5k,8319,11,80,1
427,14,2,1,2,2,1,1,1,2,2,1,2,3,1,1,1,1,1,1,2,1,3,1,1,1,703,3.2,1,1379,90,2785,Upto 5k,11882,14,80,7
428,14,2,1,1,1,4,2,2,1,1,2,5,1,3,1,2,1,3,2,4,2,3,1,2,2,330,35.4,1,1389,98,6179,5k-10k,21057,15,80,1
429,14,2,1,2,2,4,1,3,2,3,1,2,1,1,1,1,1,4,1,1,1,3,1,1,1,667,1.6,1,1427,50,1359,Upto 5k,16154,12,80,1
430,14,2,2,1,1,5,1,4,2,1,4,8,2,1,1,1,1,1,1,2,2,3,1,1,1,182,12.9,1,1430,93,16422,15k+,8847,11,80,3
431,14,2,1,1,1,1,1,4,2,2,1,3,2,1,1,1,1,1,1,2,1,3,1,1,1,202,12.9,1,1433,34,1261,Upto 5k,22262,12,80,1
432,14,2,2,1,2,2,1,4,1,1,3,6,3,2,1,1,1,2,3,1,4,5,3,2,2,326,12.9,1,1453,31,10793,10k-15k,8386,18,80,1
433,14,2,1,2,1,5,1,1,2,4,3,5,2,1,1,1,1,2,1,1,2,2,3,1,2,1445,1.6,1,1459,100,7446,5k-10k,8931,11,80,1
434,14,2,2,1,3,2,2,2,2,4,1,4,2,1,1,1,1,3,1,1,2,3,1,1,1,1398,12.9,1,1461,96,2109,Upto 5k,24609,18,80,9
435,14,2,1,2,1,1,1,3,1,1,1,1,3,3,1,2,1,1,3,3,2,2,1,1,1,523,3.2,1,1464,94,3722,Upto 5k,21081,13,80,6
436,14,2,1,2,1,1,1,2,2,1,1,3,1,1,1,1,1,2,1,3,2,2,1,2,2,561,4.8,1,1537,33,4084,Upto 5k,4156,12,80,1
437,14,2,2,2,2,4,5,2,1,1,2,6,4,1,1,1,1,3,1,1,2,3,1,1,1,715,3.2,1,1613,54,5332,5k-10k,21602,13,80,7
438,14,2,2,1,2,4,1,4,2,1,2,6,3,3,1,1,1,2,2,1,2,2,1,1,1,1112,8,1,1673,67,5476,5k-10k,22589,11,80,1
439,14,2,2,1,1,4,1,3,1,1,1,1,1,3,1,1,1,3,3,2,2,2,1,1,1,741,3.2,1,1721,69,3477,Upto 5k,18103,14,80,1
440,14,2,2,2,1,3,4,2,2,1,2,5,3,1,1,1,2,3,1,4,2,3,2,1,1,163,38.6,1,1736,30,5238,5k-10k,6670,20,80,2
441,14,2,2,1,2,1,4,4,1,1,2,6,1,3,1,1,1,1,3,1,2,3,1,1,1,1003,8,1,1749,51,8346,5k-10k,20943,19,80,1
442,14,2,1,1,2,4,3,4,1,1,3,6,1,3,1,1,1,2,4,1,2,2,1,1,1,1079,25.7,1,1761,70,8161,5k-10k,19002,13,80,2
443,14,2,2,1,2,4,3,4,2,2,2,6,3,3,1,1,1,2,2,1,4,3,3,1,2,196,46.7,1,1784,91,5468,5k-10k,13402,14,80,1
444,14,2,2,2,2,4,3,4,2,1,3,6,4,3,1,1,1,3,2,1,2,3,1,1,1,1125,11.3,1,1833,68,9637,5k-10k,8277,14,80,2
445,14,2,1,1,3,5,6,2,1,4,1,4,4,3,1,1,1,1,1,1,1,4,1,1,1,359,29,1,1842,89,2956,Upto 5k,21495,17,80,0
446,14,2,2,1,1,1,1,3,1,1,2,1,1,2,1,1,1,2,3,1,2,2,3,1,1,311,32.2,1,1881,89,4197,Upto 5k,18624,11,80,1
447,14,2,2,1,2,2,2,1,2,1,2,6,3,2,1,2,1,3,3,1,2,2,1,1,1,1079,16.1,1,1912,86,6583,5k-10k,20115,11,80,2
448,14,2,2,1,1,1,2,4,2,4,1,1,1,2,1,1,1,4,3,4,1,0,1,1,1,471,6.4,1,1916,62,3978,Upto 5k,16031,12,80,8
449,14,2,2,3,1,2,2,1,1,1,1,3,4,2,1,2,1,3,3,2,1,3,1,1,1,976,4.8,1,1948,48,3065,Upto 5k,3995,13,80,1
450,14,2,2,2,1,1,1,2,1,3,2,3,4,3,1,1,2,4,1,1,2,6,3,2,2,1125,1.6,1,1956,48,5003,5k-10k,5771,21,80,1
451,14,2,1,2,2,4,3,4,1,1,2,6,3,3,1,2,1,1,1,1,2,4,3,1,2,754,41.8,1,1967,63,5617,5k-10k,21075,11,80,1
452,14,2,2,1,1,3,2,2,2,3,1,1,3,2,1,2,1,1,4,1,1,4,1,1,1,1276,3.2,1,1974,59,1129,Upto 5k,17536,11,80,1
453,14,2,2,3,1,1,2,1,2,1,3,8,1,3,1,1,2,1,3,2,4,2,3,1,2,697,16.1,1,1979,40,11031,10k-15k,26862,20,80,4
454,14,2,2,1,2,2,1,4,1,1,1,2,1,3,1,1,1,1,3,1,1,1,1,1,1,1154,3.2,1,1996,54,3067,Upto 5k,6393,19,80,0
455,14,2,2,3,1,1,2,3,1,1,2,5,4,1,1,1,1,4,1,1,2,2,2,1,2,325,8,1,2057,74,9936,5k-10k,3787,19,80,0
455,14,2,2,3,1,1,2,3,1,1,2,5,4,1,1,1,1,4,1,1,2,2,2,1,2,325,8,1,2057,74,9936,5k-10k,3787,19,80,0
456,15,2,2,2,1,2,1,2,1,1,1,1,3,1,1,1,1,1,1,4,2,2,3,1,2,1005,3.2,1,8,79,3068,Upto 5k,11864,13,80,0
457,15,2,2,1,1,2,1,4,1,4,1,3,2,2,1,2,1,3,2,4,2,5,1,1,1,334,8,1,21,80,3298,Upto 5k,15053,12,80,0
458,15,2,1,2,1,3,1,3,2,3,1,3,4,1,1,2,2,4,1,1,2,5,1,2,1,1125,25.7,1,33,72,3919,Upto 5k,4681,22,80,1
459,15,2,2,1,1,1,2,4,1,1,2,5,3,3,1,2,2,4,3,1,2,3,3,2,2,427,1.6,1,78,33,6162,5k-10k,10877,22,80,1
460,15,2,2,1,1,1,1,3,1,1,2,3,2,3,1,1,1,4,2,1,2,3,2,1,1,548,1.6,1,96,66,6220,5k-10k,7346,17,80,1
461,15,2,2,1,2,4,2,3,1,1,2,6,1,1,1,1,1,2,1,1,4,0,3,1,2,1093,9.7,1,125,87,5010,5k-10k,24301,16,80,1
462,15,2,2,1,1,3,1,2,1,1,1,3,4,1,1,1,1,3,1,1,1,2,1,1,1,827,1.6,1,134,71,2956,Upto 5k,15178,13,80,1
463,15,2,1,1,1,1,2,4,2,1,1,1,4,1,1,1,2,2,1,2,2,2,2,1,1,1033,14.5,1,190,41,4200,Upto 5k,10224,22,80,7
464,15,2,2,2,2,2,2,2,1,3,2,6,3,2,1,1,1,3,4,2,2,2,3,1,1,689,14.5,1,195,35,4668,Upto 5k,22812,17,80,0
465,15,2,2,2,2,1,3,3,2,1,3,6,3,1,1,1,1,3,1,1,2,2,3,1,2,967,12.9,1,207,43,8998,5k-10k,15589,14,80,1
466,15,2,2,1,1,5,1,1,1,1,1,3,1,1,1,1,2,2,1,1,2,2,2,1,1,120,9.7,1,231,43,3038,Upto 5k,12430,20,80,3
467,15,2,1,1,2,4,2,2,1,3,3,6,3,3,1,1,1,1,1,4,4,2,3,2,1,1045,6.4,1,291,32,10400,10k-15k,25812,11,80,1
468,15,2,2,1,2,2,1,1,2,1,1,2,2,3,1,1,1,2,3,1,2,5,1,1,1,1401,6.4,1,330,56,3931,Upto 5k,20990,11,80,2
469,15,2,1,1,1,1,1,2,1,2,1,1,1,1,1,2,1,3,1,3,1,2,1,1,1,515,1.6,1,331,62,3730,Upto 5k,9571,14,80,0
470,15,2,2,3,2,4,3,1,1,1,2,6,3,3,1,1,1,2,1,1,1,2,1,1,1,976,41.8,1,333,100,4465,Upto 5k,12069,18,80,0
471,15,2,2,2,1,1,1,3,1,4,1,1,2,3,1,1,2,1,1,3,1,3,1,1,1,1311,11.3,1,359,100,2794,Upto 5k,26062,20,80,1
472,15,2,2,1,1,3,4,2,1,2,2,1,4,1,1,1,1,3,1,1,2,5,1,1,1,128,3.2,1,362,84,2176,Upto 5k,19737,13,80,4
473,15,2,2,1,2,1,1,2,1,2,2,6,1,3,1,1,1,1,3,4,4,3,3,1,2,906,11.3,1,420,91,5484,5k-10k,16985,14,80,1
474,15,2,2,1,2,2,4,1,2,2,2,6,2,3,1,2,1,3,1,1,4,2,4,3,2,588,12.9,1,436,65,5228,5k-10k,24624,11,80,1
475,15,2,2,1,1,4,2,4,2,4,2,3,3,1,1,1,1,1,1,4,2,0,3,1,2,1018,3.2,1,439,74,5055,5k-10k,10557,16,80,7
476,15,2,2,1,1,1,2,1,2,1,1,1,2,3,1,1,1,1,3,1,2,4,1,1,2,1062,3.2,1,471,75,2370,Upto 5k,3956,13,80,1
477,15,2,1,3,2,4,5,2,1,4,2,6,1,3,1,1,1,3,1,1,2,2,1,1,1,1474,17.7,1,631,60,4707,Upto 5k,23914,12,80,8
478,15,2,2,1,1,4,1,4,2,1,2,3,3,3,1,2,1,3,3,4,2,2,2,1,1,646,14.5,1,679,92,6322,5k-10k,18089,12,80,1
479,15,2,2,1,2,1,3,2,1,1,2,6,3,1,1,1,1,3,1,4,2,2,3,1,2,929,16.1,1,722,55,5396,5k-10k,21703,12,80,1
480,15,2,2,1,1,2,1,1,2,1,3,8,3,1,1,1,1,3,1,1,2,6,3,2,2,1018,4.8,1,727,39,11159,10k-15k,19373,15,80,3
481,15,2,2,2,1,4,1,4,1,1,2,1,3,3,1,1,1,3,2,1,2,2,3,1,2,430,38.6,1,772,80,5309,5k-10k,21146,15,80,1
